bintang,ulasan,nilai
3,"Game ini sudah bagus tpi mohon diperbaiki lagi, seperti: 1). BUG setelah loading map (saat multiplayer mode) 2). Bus nya ada yg mode manual(persneling) dan mode matic 3). Map nya diperbanyak 4). Harga untuk main multiplayer di kurangi / agak dimurahkan.. 5). Diterminal/di pelabuhan ditambahkan angkutan umum, taksi yg berhenti, yg seakan2 biasanya lagi jemput penumpang 6). Terlalu banyak saat malam hari. Menurut saya lebih diseimbangkan saja antara lamanya malam dan siang.. Thank You",NEGATIF
4,"Game nya keren tapi tolong soal map nya update lagi yang seperti di rute Jakarta,Cirebon sangat membosankan dan soal grafik udah bagus dan satu lagi soal kendaraan Bus nya Update lagi kurang enak di liat atau ketika di main kan",POSITIF
5,"Gamenya sangat bagus. pendapat saya pribadi kalau bisa di tambah fitur buka bagasi, buka kap mesin, fitur narik penumpangnya naik dari terminal semua jangan ada yang di pinggir jalan , di tambah mode pariwisata",POSITIF
5,"Game yang mantap untung mengisi waktu luang dengan grafik yang sudah meningkat dari yang sebelumnya, cuman saran/masukkan nih om admin kalo bisa ditambahin kopling manual biar lebih mantep aja hehe, maju terus Bus Simulator Indonesia!!!",POSITIF
4,"Grafik mantap ,control enak cuma masalah nya di yang gua GK bisa pasang mod ,kenapa ya ? Tolong perbaiki bug nya ya ,tetap semangat!..",POSITIF
4,"Saran untuk update selanjutnya, tambahkan map dan kota², mobil² biasanya gk jalan (bug), Tambahkan speed limiter, jdi tidak terlalu kencang bus nya dan bisa kita atur kepakeman REM nya supaya tidak terlalu pakem REM nya",POSITIF
5,"Game nya bagus tapi sayang map-nya kurang banyak terus banyak kota terkenal tapi belum di upgrade, terus juga kota atau wilayah terlarang/di portal gak bisa dilalui,kalo bisa dilalui pasti asik dan tambah seru main nya,jadi gak bosen",POSITIF
5,"Rute harus di upgre lagi, harus di perbanyak rute di pulau"" yg lain. Jalan sopir waktu berjalan di luar Bus kurang bagus. Harus di perhalus lagi grafik nya. Mungkin di tambahkan orang"" yg beraktifitas di warung ruko dll, agar lebih terasa hidup lagi Game nya. Terimakasih.😁",POSITIF
4,"Game nya sudah bagus, grafik lumayanlah, cuma satu aja kurang map nya kurang lengkap, di masukin dong semua kota di provinsi Indonesia di maps nya.. Pasti makin best ni game.. Saya kasih 4 bintang aja dulu",POSITIF
5,"Assalamualaikum..but pemilik/pembuat game Bus simulator Indonesia,tolong tambahkan kota kota yang lengkap, seperti kota bengkulu, dan masih banyak kota yang belum terdaftar di game Bus Indonesia ini, tolong di buat map yang bagus dan lengkap, TERIMAKASIH..",POSITIF
5,"Game yang tidak membosankan..!!! Tingkatkan lagi ya...🙏🙏🙏 Saran saya, untuk masalah jaringannya tolong di perbaiki lagi, signal bagus terkadang masih susah masuk mode main bareng, begitupun saat main masih ada lag/bugnya. Hampir semua player kena masalah disconnect. ~Terimakasih~",POSITIF
5,"Sering nge freezz dihpku, abis itu langsung keluar sendiri dari game, padahal hpku speknya gak kentang² amat (Realme5 pro).. Mudah² update kedepan bakal diperbaiki.. Tapi tetep tak kasih bintang 5 demi dukung game dari indonesia.. SEMANGAT MALEO.!! :)",POSITIF
5,"Untuk maleo, aplikasinya udh bagus, tapi sayang masih ada bug yaitu bug kalau habis nonton iklan/loading scene pasti ada bug texture item semua Semoga segera diperbaiki Kalo bisa ditambahin fitur lampu kabin :) Sekian....",POSITIF
3,"game nya bagus. cuman yang bikin sebel nya setiap pindah peta itu kan ada iklan, nah kadang pas iklan nya itu eror ga bisa di close atau stak aja di iklan mulu ga ada tombol buat close nya. tolong di perbaiki🙏",NEGATIF
5,"Untuk grafik sangat bagus dan realistis, tetapi mungkin harus diperhalus gerakannya dan dibagusin grafiknya lagi. Untuk mod original tolong ditambahkan seperti bajaj, truk kontainer..dan tolong tambahkan semua kota dari pulau sumatera, jawa, dan bali agar tidak bosan.Dan tambahkan fitur lain seperti pejalan kaki, melihat penumpang di dalam bus, kereta api dan relnya. Tambahkan juga tempat wisata di tempat tertentu..Kalau mode sopir, tolong luaskan area sopir..semoga diupdate seperti itu..👍👍👍",POSITIF
5,Game ini bagus banget tapi mohon di next update bussid bisa mabar pakai mod sama kalau bisa bug nya juga di fix ya soalnya banyak bug terus kalau bisa kita juga bisa kalau mabar di kasih trafick lalu lintas dan masalah game bagus tapi kalau grafik bisa agak di turunin sedikit soalnya kadian yang HP nya kentang jadi gk bisa main rata kanan,POSITIF
5,Game nya bagus. Untuk kontrol sepertinya bisa di tingkatkan lagi biar lebih friendly dan juga untuk S21 Plus saat ini masih hang di white screen setelah buka apps nya. Semoga cepet di perbaiki makasihh,POSITIF
4,"Game nya udh bagus,graphic juga bagus tapi untuk size nya lebih di kurang kan lagi agar lebih hemat ruangan penyimpanan dan lebih meng akselerasi ke hp² yang ram nya lebih kecil,dan update map lagi dan keditelan lagi ya makasih maleo",POSITIF
3,"Saran untuk perbaikan: -Dasboard bus ada pilihan model + war anya, terutama yg -Fitur pintu depan & belakang tombolnya di pisah. -Pilihan model + warna kursi penumpang -Rem parkir ketika di nyalakan, terlihat ada perubahan posisi bergerak pada tuas di dasboard. -Suara di luar bus bisa di atur lebih baik, sehingga peredamnya lebih terasa. -Ada suara suspensi ketika melewati jalan bergelombang. -Ada lampu senja di bagian depan bis dan dasboard. -Penambahan rest area atau rumah makan khusus bus",NEGATIF
5,Semakin bagus ajah ini game... Bangga dengan game ini... Puas banget... Yg suka dengan bus simulator jngn ketinggalan....Apalagi sekarang bisa main sambil dengerin music...jadi lebih menikmatin perjalanan. Tp lama klo update😭😭😭duh lama sekali update nya... Woi kapan update ya!!!!!,POSITIF
5,"Game nya sih bagus bangetttttt. Tapi nanti kalo di upgrade tambahin debu-debu,sama banjir, sama tambah lebih banyak mobil nya, sama tambah map nya lagi, kaya bandung bogor. Itu saja terima kasih 😊",POSITIF
2,Gem nya bagus tapi sering terjadi eror pas mau main di mode narik di semua rute pas loading itu balik lagi ke menu utama yang ada tulisa maleo nya itu tuh sering banget dan juga pas lagi main kalo ngelewatin kota atau lewatin tol pas loading selalu kembali ke menu utama. Jadi untuk developer maleo tolong di perbaiki gw main ini dari si busid ini masih grafik nya burik jadi gw udah ketagihan Ama ini gem jadi tong di perbaiki,NEGATIF
4,"Tolong untuk iklan ""higgs domino island"" dihapus saja saat penggandaan hasil narik.karna sering terpental sendiri ke playstore saat iklan berakhir,padahal iklan"" yg lain tidak terpental.alhasil saya harus login ulang dan merender ulang game yg sangat lama.dan saya tidak mendapatkan hasil narik sepeserpun karna iklan tersebut.jadi tolong hapus iklan tersebut/fix bug pada saat iklan agar tidak terpental keluar game.",POSITIF
5,Wow bagus sekali tapi ada kekurangan nya kekurangan nya adalah tolong ya iklan nya di hapus karena kalo ada iklan justru orang tidak mau main game yang ada iklan nya ok selanjutnya kekurangan nomer 2 adalah kenapa kok setiap mobil di tabrak bis itu bisa ilang nah jadi tolong masa di dunia nyata mobil bisa ilang? Tapi ya cukup bagus ya 👍👍👍,POSITIF
5,"Untuk pihak developer yang super hebat, serta cinta tanah air. Untuk update selanjutnya tambahin map nya dong, gpp file nya lebih besar yg pnting kita enjoy,bisa keliling kemana"" hehehe.... Kalo bisa map ke Bali biar tau tradisi disana ya , tahankyou developers",POSITIF
1,"Tolong untuk update selanjutnya mod kendaraan bisa digunakan dalam mode main bareng,dan juga untuk acc strobo ditambah lagi,dan satu lagi mohon untuk menambah map blitar,kediri,sekaligus grafiknya ditingkatkan lagi.tambah 1 hal lagi tolong tambahin jenus bus jb3+ dan sr2 xhd prime",NEGATIF
5,"Kapalnya horror wkwk dan masih banyak yg buat saya tertawa pada game ini, tidak perlu didengar masukan para bocil, buatlah seperti nyata, GAME DEVELOPER LUAR NEGERI KENAPA BISA MEMBUAT SEPERTI REAL ? ""KARNA MALEO BELUM MEMBUAT GEBRAKAN YG FANTASTIS"", lalu kapan ? Masyarakat : Ah udahlah gatau kapan, belum ada kejelasan. makanya yg lain masih terus bermain simulator lain. Kapal itu seharusnya bisa terisi full oleh bus dan terlihat berlayar, fitur tilang, pejalan kaki lalu lalang, dll. Tolong !",POSITIF
3,"Saya kasih bintang 3,soal nya banyak bug yang sangat merugikan,dan harus di perbaiki untuk kenyamanan dalam bermain. Contoh bug:tidak bisa masuk tol padahal sudah bayar pakek iklan,dan bus tidak bisa berjalan maju maupun mundur,tombol kemudi tidak bisa di pencet,bus terkadang mengalami block hitam dan sangat tidak nyaman,yang terakhir,tidak bisa ambil uang hasil narik, menggunakan bonus ataupun tidak,padahal jaringan lancar. Untuk performa game nya sudah bagus,cuma bug bug yang harus di perbaiki",NEGATIF
4,"Untuk game nya overall udah bagus,grafisnya juga lumayan,tapi klo bisa next update tambahin perlintasan kereta api,kota kota di tambahin, lagi jgn itu itu melulu jd gampang bosan,klo bisa di mode narik bisa ambil rute lintas antar pulau sumatera dan jawa..tapi selebih nya sudah keren. Di tunggu update selanjutny. Sukses terus buat team maleo..",POSITIF
2,"game nya sih udah bagus, cuma iklan nya aja yang ga ngotak. Masa tiap ganti peta wajib iklan, apa coba maksudnya. Udah gitu setelah iklan selesai kadang-kadang gamenya mengalami bug entah itu bis nya jadi hitam atau loading terus. Mohon untuk perbaikan kedepannya terhadap bug"" tsb dan juga kalau bisa iklannya dikurangi karena kita sebagai player bukannya tertarik dengan iklan tsb, tetapi malah emosi dengan iklan yang wajib ada setiap ganti peta.",NEGATIF
5,"game ini sudah bagus dan grafiknya juga keren. Tapi mohon pihak maleo jika update diperbaiki lagi bug yg ada, misalnya bug bis terbang ketika mabar, bug tombol music diulang tidak berguna, dan bug kendaraan. Kendaraan yg ada suka berhenti mendadak ketika di tol, saya pernah narik di tol bandar lampung-bakauheni itu tiba² mobil atau bus didepan saya berhenti mendadak, alhasil saya jadi menabrak kendaraan didepan saya.",POSITIF
5,"Game nya bagus banget aku suka main kalo lagi gabut gak ada kerjaan. Gamenya menghibur tapi lama kelamaan agak bosen sama peta trayeknya. Untuk pihak maleo kalo bisa di kasih mode baru dong, mode tujuan pariwisata, seperti pantai, candhi, dll. Pasti lebih bagus dan gak bosenin. Tambahin juga dong perjalanan kapal di pelabuhan biar terlihat real. Thanks Maleo.",POSITIF
5,"Gamenya sangat bagus... Mulai dari kontrolnya hingga kualitas grafiknya, saya kasih 5 bintang untuk game ini, karena ada fitur mod kendaraan saya sangat suka, dan lain sebagainya. Saran : Tolong kota-kotanya dirombak agar sangat dengan kota yang asli, kualitas grafik dinaikkan, bisa mabar pakai mod, dan tambahkan busnya. Semangat terus developer BUSSID untuk mengembangkan game ini, jangan pernah menyerah, terimakasih...o(〃＾▽＾〃)",POSITIF
5,"Gamenya sudah sangat bagus, yang saya suka sih itunya kompleksifitas tata desain dunia, utamanya desain bangunan, jalanan, land view. Smart Traffic juga jadi kekuatan utama bikin saya wah.. di game buatan Indo kali ini. Kalo kekurangan memang masih ada tapi bisa kok buat update kedepannya.",POSITIF
4,"Di V3.6.1 ini malah ancur bgt. Sering nge lag, loading maps lebih lama, fitur main bareng sering error (giliran iklan malah lancar) mode AKAP malah dihilangkan, anak sekolah keluyuran tengah malem, ga ada perubahan map atau suasana jalan dibbrp kota. Dan juga penambahan map jgn hanya terfokus di sumatera, jawa tengah dan jawa timur saja. Tambahkan map di jawa barat, banten, bali, dgn kondisi dan suasana kota yg berbeda2 (jangan lain kota tapi dgn suasana kota sama saja). Trims",POSITIF
5,"Saran PENTING !!! untuk posisi lampu dim itu lebih benar pd versi lama, karena berada tepat di atas gas. Kalau posisi pd versi baru sangat repot ketika hendak menggunakannya karena selalu salah tekan tombol pintu bus, yang ke - 2 adalah posisi klakson jg lbh benar yg versi lama, letak tombol sangat berpengaruh, posisikan letak sesuai keadaan bus nyata. saya merasakan kejanggalan saat update versi terbaru. Raungan mesin itu jg ciri khas keseruan game, bkn malah raungan halus ala pariwisata.😎",POSITIF
5,"Untuk geme ini bagus kalau bisa tambahin pesan suara biar lebih enak kalau mabar, dan mapnya di perdetail juga, bisa salip salipan,penumpangnya kelihatan dari luar dan masuk penumpang di pernyata,map jawa di perbaiki,bisa kejar penumpang dan,kalau bisa tambahin razia polisi ,dan jalur kereta api bisa lewat. Cukup itu saja.",POSITIF
5,"Tolong maleo dengarkan saya berbicara. Saya mau tanya kenapa dari sepanjang jalan bangunannya itu itu aja dan kalau kita narik penghasilannya nggak seberapa, ini sekedar masukan dari temen temen kalau bisa update selanjutnya tambahkan di garage untuk modif modif yang lebih keren, contohnya modif mesin, lampu strong dan aksesoris lainnya , dan grafik kalau bisa di ubah lebih detail lagi. Map Jawa lebih di perluas dan di buat se detail mungkin. Yang setuju dengan saya like semoga maleo lebih bagus",POSITIF
5,Bagus 👍 Game simulator terbaik yang pernah saya mainkan... Bug : 1. Kadang Blank/Freeze saat akan menonton iklan Saran : 1. Tambahkan asap knalpot saat pertama kali melaju/di RPM tinggi 2. Saya harap beberapa NPC bisa menyalip ✌️ 3. Interior Bis nya terang juga dong kalau di nyalakan Lampu 😁 Semoga game ini semakin baik lagi 🙏 saya tidak mematikan data saat main agar developer beserta timnya dapat pemasukan dan terus semangat! Maju terus industri game Indonesia ✊,POSITIF
5,"Gamenya sudah bagus ... Untuk grafiknya lumayanlah. Saya tau ini susah tapi untuk kedepannya tolong tambahin lagi map di Jawa baratnya , seperti Garut, Bandung, Tasik, Pangandaran. Terus tambahin lagi model busnya + aksesoris nya, kalo bisa penumpang itu cuman ada di terminal dan kalo di jalan cuman beberapa aja",POSITIF
4,"Udah bagus game nya, tapi ada yg kurang... Tolong di perluasan map nya, kalo bisa sampai aceh, terus kalo kelar narik kasih jalan buat masuk garasi, tambahin orang"" pejalan kaki... Oh iya, buat mobil MOD di tingkatkan lagi, agar bisa main bareng menggunakan MOD yg kita inginkan.... Itu aja sih, selain itu gak ada masalah... Pokoknya sukses buat maleo... Terima kasih",POSITIF
5,"Game nya sudah bagus tapi ada 3 kekurangan 1. (Map) ~ tolong di perbanyak map nya seperti Sulawesi, Kalimantan, Papua. 2. (Grafis dan tarif) ~ grafisnya tolong di tambahin ultra hd dan tarifnya di naikin bukan hanya (200) per orang. 3. (Perbaiki bug nya)~ terutama bug hilang arahan navigasinya . Dah itu aja saran dari ku untuk kedepannya tolong di perbaiki semuanya terima kasih ( maleo ) Byee😶😶",POSITIF
5,"Gamenya bagus bnget... Bintang 5 deh Cuman sedikit saran, kalo bisa tombolnya bisa di atur posisinya sesuai keinginan,karena sering salah pencet waktu main.. Dan kalo pas nyetir tangan penyupirnya di nampakin aja min, supaya lebih keren. Sama kalo bisa pas kita main terus klik petanya, bisa muncul posisi kita udah di mana gtu, jadi kita tau masih jauh atau udah deket ke terminal tujuanya. Udah itu aj dulu min. Terimakasih salam sukses terus ☺☺☺",POSITIF
5,"Bagus, saya suka pembaruan kali ini. Hanya saja tolong kalau bisa dalam interior mobil kita bisa melihat seluruh isi interior, 360° camera nya bisa kita putar saat menyetir gitu. Dan tolong sempurnakan lagi mode kontrol manual H nya masih agak susah digeser keatas/bawah/sampingnya",POSITIF
5,"Tambahinlah Map nya lah jadi seluruh indonesia,kasih grafik yang lebih nyata,penumpang di terminal tiap kota aja ,bagian dalam bisa di upgrade minimal bisa ubah kursi jadi lebih bagus,di dalam bis ada pelayan nya nanti bayaran tiap penumpang tergantung tingkat kepuasan penumpang,kendaraan bisa saling mendahului kendaraan lain saat terjadi kecelakaan,bangunan bisa di nasuki sama supir,terus ada mode tur di tiap kota dengan bangunan khasnya.selain itu saya benar benar suka game ini karna seru",POSITIF
4,"Permbaruan BUSSID sudah semakin bagus, kritik dan saran dari saya untuk update selanjutnya yaitu perbaiki traffic speed karena terlalu lambat, saat mode steering wheel sering tersenggol tombol sein, harap tambahkan speed lock, durasi waktu terlalu cepat, tambahkan tombol map, dan tambahkan pengaturan posisi tempat duduk agar sesuai dengan posisi yang diinginkan. Terima Kasih.",POSITIF
